SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024
040,47,000,00000,00000,00000,0,A,Tennessee,Tennessee,6912347,6927904,6965740,7062217,7148304,7227750
162,47,000,00200,00000,00000,0,A,Adams city,Tennessee,623,624,636,646,657,666
162,47,000,00240,00000,00000,0,A,Adamsville town,Tennessee,2082,2081,2074,2069,2087,2074
162,47,000,00440,00000,00000,0,A,Alamo town,Tennessee,2340,2339,2338,2294,2342,2334
162,47,000,00540,00000,00000,0,A,Alcoa city,Tennessee,10987,10990,11522,11708,13364,13588
162,47,000,00620,00000,00000,0,A,Alexandria town,Tennessee,912,915,917,926,927,944
162,47,000,00640,00000,00000,0,A,Algood city,Tennessee,3966,3984,3984,3987,4126,4104
162,47,000,00660,00000,00000,0,A,Allardt city,Tennessee,555,556,565,579,589,602
162,47,000,00940,00000,00000,0,A,Altamont town,Tennessee,1118,1121,1102,1136,1153,1189
162,47,000,01640,00000,00000,0,A,Ardmore city,Tennessee,1209,1207,1227,1229,1232,1236
162,47,000,01740,00000,00000,0,A,Arlington town,Tennessee,14835,14918,15003,15146,15369,15550
162,47,000,02180,00000,00000,0,A,Ashland City town,Tennessee,5191,5186,5178,5505,5593,5689
162,47,000,02320,00000,00000,0,A,Athens city,Tennessee,14077,14091,14120,14343,14728,15050
162,47,000,02340,00000,00000,0,A,Atoka town,Tennessee,10015,10061,10213,10446,10559,10624
162,47,000,02380,00000,00000,0,A,Atwood town,Tennessee,943,943,943,945,962,967
162,47,000,02400,00000,00000,0,A,Auburntown town,Tennessee,274,275,275,276,282,284
162,47,000,02780,00000,00000,0,A,Baileyton town,Tennessee,426,429,436,444,451,450
162,47,000,03078,00000,00000,0,A,Baneberry city,Tennessee,524,527,546,554,567,578
162,47,000,03440,00000,00000,0,A,Bartlett city,Tennessee,57792,57671,57059,56635,56271,56708
162,47,000,03680,00000,00000,0,A,Baxter town,Tennessee,1580,1586,1625,1839,1936,2051
162,47,000,03760,00000,00000,0,A,Bean Station city,Tennessee,2954,2959,2972,3022,3070,3111
162,47,000,04240,00000,00000,0,A,Beersheba Springs town,Tennessee,432,432,436,444,450,455
162,47,000,04460,00000,00000,0,A,Bell Buckle town,Tennessee,414,414,419,420,423,423
162,47,000,04620,00000,00000,0,A,Belle Meade city,Tennessee,2908,2895,2752,2685,2623,2590
162,47,000,04720,00000,00000,0,A,Bells city,Tennessee,2462,2461,2479,2462,2478,2474
162,47,000,05040,00000,00000,0,A,Benton town,Tennessee,1521,1515,1477,1435,1445,1458
162,47,000,05140,00000,00000,0,A,Berry Hill city,Tennessee,2112,2099,1988,1918,1861,1838
162,47,000,05380,00000,00000,0,A,Bethel Springs town,Tennessee,745,745,746,750,751,748
162,47,000,05860,00000,00000,0,A,Big Sandy town,Tennessee,487,486,487,492,496,497
162,47,000,06340,00000,00000,0,A,Blaine city,Tennessee,2079,2080,2090,2117,2144,2167
162,47,000,06960,00000,00000,0,A,Bluff City city,Tennessee,1820,1819,1824,1836,1838,1838
162,47,000,07180,00000,00000,0,A,Bolivar city,Tennessee,5198,5188,5170,5178,5119,5084
162,47,000,07840,00000,00000,0,A,Braden town,Tennessee,257,256,254,252,250,248
162,47,000,07860,00000,00000,0,A,Bradford town,Tennessee,1002,1001,994,994,993,1002
162,47,000,08280,00000,00000,0,A,Brentwood city,Tennessee,45384,45447,45734,45612,45425,45525
162,47,000,08500,00000,00000,0,A,Brighton town,Tennessee,2883,2884,2872,2876,2875,2904
162,47,000,08540,00000,00000,0,A,Bristol city,Tennessee,27133,27181,27545,27716,27828,27867
162,47,000,08920,00000,00000,0,A,Brownsville city,Tennessee,9918,9892,9763,9597,9490,9358
162,47,000,08960,00000,00000,0,A,Bruceton town,Tennessee,1507,1506,1489,1480,1505,1520
162,47,000,09560,00000,00000,0,A,Bulls Gap town,Tennessee,755,754,755,762,767,771
162,47,000,09860,00000,00000,0,A,Burlison town,Tennessee,369,369,368,367,366,367
162,47,000,09880,00000,00000,0,A,Burns town,Tennessee,1582,1606,1693,1776,1817,1872
162,47,000,10180,00000,00000,0,A,Byrdstown town,Tennessee,792,791,802,805,808,807
162,47,000,10440,00000,00000,0,A,Calhoun town,Tennessee,534,535,541,546,553,562
162,47,000,10560,00000,00000,0,A,Camden city,Tennessee,3677,3677,3636,3655,3702,3692
162,47,000,11280,00000,00000,0,A,Carthage town,Tennessee,2293,2295,2263,2303,2267,2266
162,47,000,11360,00000,00000,0,A,Caryville town,Tennessee,2204,2201,2190,2160,2199,2207
162,47,000,11980,00000,00000,0,A,Cedar Hill city,Tennessee,304,304,303,301,302,304
162,47,000,12100,00000,00000,0,A,Celina city,Tennessee,1423,1423,1404,1389,1397,1424
162,47,000,12380,00000,00000,0,A,Centertown town,Tennessee,298,299,303,309,314,323
162,47,000,12420,00000,00000,0,A,Centerville town,Tennessee,3523,3525,3534,3528,3557,3561
162,47,000,12880,00000,00000,0,A,Chapel Hill town,Tennessee,1717,1725,1755,1798,1858,1897
162,47,000,13020,00000,00000,0,A,Charleston city,Tennessee,877,879,887,892,901,910
162,47,000,13080,00000,00000,0,A,Charlotte town,Tennessee,1658,1661,1563,1677,1716,1662
162,47,000,14000,00000,00000,0,A,Chattanooga city,Tennessee,181671,182271,181885,185030,188080,191496
162,47,000,14980,00000,00000,0,A,Church Hill city,Tennessee,7007,7003,7031,7090,7236,7310
162,47,000,15140,00000,00000,0,A,Clarksburg town,Tennessee,376,376,375,377,383,387
162,47,000,15160,00000,00000,0,A,Clarksville city,Tennessee,166755,167533,170862,177020,181142,185690
162,47,000,15400,00000,00000,0,A,Cleveland city,Tennessee,47799,47911,48084,48626,49328,50232
162,47,000,15480,00000,00000,0,A,Clifton city,Tennessee,2657,2656,2568,2528,2263,2124
162,47,000,15580,00000,00000,0,A,Clinton city,Tennessee,10049,10065,10058,10265,10356,10458
