SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024
040,09,000,00000,00000,00000,0,A,Connecticut,Connecticut,3607701,3579918,3606607,3617925,3643023,3675069
162,09,000,01150,00000,00000,0,A,Ansonia city,Connecticut,18922,18896,18940,18962,19085,19195
162,09,000,02690,00000,00000,0,A,Bantam borough,Connecticut,755,753,761,763,765,769
162,09,000,08000,00000,00000,0,A,Bridgeport city,Connecticut,148637,147713,148175,148552,149810,151599
162,09,000,08420,00000,00000,0,A,Bristol city,Connecticut,60861,60744,61122,61407,61823,62195
162,09,000,18430,00000,00000,0,A,Danbury city,Connecticut,86863,86095,87063,87179,87263,88692
162,09,000,18780,00000,00000,0,A,Danielson borough,Connecticut,4171,4170,4186,4199,4230,4264
162,09,000,19480,00000,00000,0,A,Derby city,Connecticut,12326,12312,12350,12376,12447,12915
162,09,000,27810,00000,00000,0,A,Fenwick borough,Connecticut,43,43,43,43,43,43
162,09,000,34180,00000,00000,0,A,Groton city,Connecticut,9386,9361,9351,9313,9307,10160
162,09,000,34460,00000,00000,0,A,Groton Long Point borough,Connecticut,520,519,517,518,519,520
162,09,000,37000,00000,00000,0,A,Hartford city,Connecticut,121631,120469,120788,120888,121332,122129
162,09,000,39940,00000,00000,0,A,Jewett City borough,Connecticut,3390,3394,3398,3404,3451,3464
162,09,000,43300,00000,00000,0,A,Litchfield borough,Connecticut,1191,1189,1200,1204,1206,1211
162,09,000,46450,00000,00000,0,A,Meriden city,Connecticut,60833,60622,60454,60381,60438,60849
162,09,000,47290,00000,00000,0,A,Middletown city,Connecticut,47727,46976,48040,48025,48103,48616
162,09,000,47515,00000,00000,0,F,Milford city (balance),Connecticut,50544,50411,50437,50514,50666,51004
162,09,000,49880,00000,00000,0,A,Naugatuck borough,Connecticut,31581,31494,31627,31725,31947,32116
162,09,000,50370,00000,00000,0,A,New Britain city,Connecticut,74150,72943,73571,73773,74911,75871
162,09,000,52000,00000,00000,0,A,New Haven city,Connecticut,133986,129314,134088,134684,136144,137562
162,09,000,52280,00000,00000,0,A,New London city,Connecticut,27371,26789,27330,27945,28036,28081
162,09,000,52910,00000,00000,0,A,Newtown borough,Connecticut,1912,1907,1941,1948,1965,1980
162,09,000,55990,00000,00000,0,A,Norwalk city,Connecticut,91188,90897,91448,91653,93182,93661
162,09,000,56200,00000,00000,0,A,Norwich city,Connecticut,40126,40018,40045,39864,39908,39993
162,09,000,68100,00000,00000,0,A,Shelton city,Connecticut,40880,40762,41610,41870,42288,42805
162,09,000,73000,00000,00000,0,A,Stamford city,Connecticut,135453,135474,136837,136721,137578,139134
162,09,000,73700,00000,00000,0,A,Stonington borough,Connecticut,992,989,995,993,994,1012
162,09,000,76500,00000,00000,0,A,Torrington city,Connecticut,35503,35363,35530,35567,35566,35673
162,09,000,80000,00000,00000,0,A,Waterbury city,Connecticut,114457,113889,114588,114734,115288,115908
162,09,000,82800,00000,00000,0,A,West Haven city,Connecticut,55580,55553,55303,55297,55245,55379
162,09,000,88050,00000,00000,0,A,Woodmont borough,Connecticut,1471,1554,1844,2201,2380,2392
170,09,000,00000,00000,47500,0,A,Milford city,Connecticut,52015,51965,52281,52715,53046,53396
172,09,000,47515,00000,47500,0,F,Milford city (balance),Connecticut,50544,50411,50437,50514,50666,51004
172,09,000,88050,00000,47500,0,A,Woodmont borough,Connecticut,1471,1554,1844,2201,2380,2392
050,09,110,00000,00000,00000,0,N,Capitol Planning Region,Connecticut,977685,964088,971938,975591,983326,991508
157,09,110,37000,00000,00000,0,A,Hartford city,Connecticut,121631,120469,120788,120888,121332,122129
