SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024
040,11,000,00000,00000,00000,0,A,District of Columbia,District of Columbia,689545,670917,669256,676725,687324,702250
162,11,000,50000,00000,00000,0,N,Washington city,District of Columbia,689545,670917,669256,676725,687324,702250
050,11,001,00000,00000,00000,0,F,District of Columbia,District of Columbia,689545,670917,669256,676725,687324,702250
157,11,001,50000,00000,00000,1,N,Washington city,District of Columbia,689545,670917,669256,676725,687324,702250
